Titre,image,mbsrp_card_photo_figcount,mbsrp_card_photo_figpost,nom,mbsrp_card_adssince,mbsrp_card_adsserved,nom_lien,nom1,motclé,motclé2,motclé3,motclé4,motclé5,motclé6,motclé7,motclé8,motclé9,motclé10,motclé11,champ,prix,prix12,mbsrp_actionbtn,mbsrp_actionbtn13
1 BHK Builder Floor for Rent in Saket New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","6
+
Photos","Posted:   Dec 30, '24 ",Agent: Gorakh Properties,Operating Since: 2010,4000+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
300 sqft","FLOOR
3 out of 6","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","BATHROOM
1","BALCONY
1",,good location The monthly maintenance is Rs 500/-.,"₹
18,000",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in Highland apartment, Vasundhara Enclave New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","10
+
Photos","Posted:   Jan 10, '25 ",Agent: Vijay  Singh,,2000+ Buyers Served,https://www.magicbricks.com/highland-apartment-vasundhara-enclave-new-delhi-pdpid-4d4235303834303030,Highland apartment,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
2 out of 2","FACING
East","OVERLOOKING
Garden/Park, Main Road","SOCIETY
Highland apartment","BATHROOM
2","BALCONY
2","This is 2 bhk flat with 2 washrooms and sun park facing balcony, complete nice wood work, tiles flooring,gas pype line, lift, power back up,maintenance staff, intercom facility, security etc opp Shaheed Rajguru College The monthly maintenance is Rs 3000/-.","₹
25,000",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Rajouri Garden New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos","Posted:   Jan 08, '25 ",Agent: Fair Deal Estate,Operating Since: 2010,2000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","SUPER AREA
400 sqyrd","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
4","BALCONY
1",prime location and great environment easy connectivity to metro schools malls hospitals market very reasonable price its a great deal for you,"₹
1.1 Lac",See other charges,Contact Agent ,Get Phone No. 
"3 BHK Apartment for Rent in State Bank Nagar, State Bank Nagar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","13
+
Photos",Updated 4 days ago ,Owner: Vat,,,https://www.magicbricks.com/state-bank-nagar-state-bank-colony-new-delhi-pdpid-4d4235303837303633,State Bank Nagar,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1100 sqft","FLOOR
3 out of 3","SOCIETY
State Bank Nagar","BATHROOM
3","BALCONY
1",,,"Experience urban living in this 3 BHK flat for rent located in the sought-after State Bank Nagar, State Bank Colony, New Delhi. This spacious residence combines comfort with convenience, making it perfect for families. Enjoy easy access to nearby amenities, schools, and parks. Make this vibrant community your new home today!::::::Property Specifications ::::::This inviting 3 BHK flat offers a generous carpet area of 1100 sqft and is situated on the 3rd floor of a well-maintained building with only three floors. The flat is semi-furnished and features three bedrooms and three bathrooms (two attached and one common), all designed with modern western fittings and equipped with three geysers for your convenience.::::::The living cum dining area is spacious and connects to a balcony that overlooks the road, providing a pleasant view and natural light. Additionally, the property boasts an open terrace, perfect for outdoor relaxation or entertaining guests. The modular kitchen includes an attached utility area, enhancing functionality and style. The flooring throughout the flat is finished with vitrified tiles, adding a touch of elegance.::::::Facilities ::::::Residents will enjoy the benefits of covered parking, 24-hour water supply, and enhanced security with a security guard on duty and CCTV surveillance installed. ::::::Locality ::::::Located in the vibrant State Bank Colony, this area is conveniently situated close to McDonald’s, making it a popular spot for dining. Essential amenities such as schools, hospitals, and malls/supermarkets are all within 1 km, providing easy access to daily necessities. Public transport is readily available, with buses and auto-rickshaws making commuting a breeze. Additionally, banks and ATMs are located just 500 meters away for your banking needs. An upcoming metro line nearby will further enhance connectivity, making this locality an excellent choice for modern living.::::::","₹
38,000",Security Deposit,Contact Owner ,Check Availability 
"4 BHK Builder Floor for Rent in Uday Park, South Extension New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","19
+
Photos","Posted:   Dec 06, '24 ",Agent: R K Properties,Operating Since: 2004,100+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
3200 sqft","FLOOR
2 out of 4","FACING
South","OVERLOOKING
Garden/Park","BATHROOM
4","BALCONY
4",,BRAND NEW CONSTRUCTION 2ND and 3rd floor duplex south west facing 217 yd 4 bedroom attached 4 bathroom modular kitchen lift stilt parking servent room with bath more details cont me,"₹
3 Lac",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Uttam Nagar West New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","9
+
Photos","Posted:   Jan 06, '25 ",Agent: Vikas  Uppal,,1000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
3 out of 4","FACING
East","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
2","BALCONY
1",3bhk New builder floor Near by Uttam Nagar West The monthly maintenance is Rs 500/-.,"₹
20,000",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in Lake View Apartment, Sector 9 Rohini New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","10
+
Photos","Posted:   Jan 08, '25 ",Agent: Bharat Properties,Operating Since: 2000,2000+ Buyers Served,https://www.magicbricks.com/lake-view-apartment-rohini-sector-9-new-delhi-pdpid-4d4235303131343534,Lake View Apartment,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
850 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","SOCIETY
Lake View Apartment","BATHROOM
2","BALCONY
2",its a 2 bhk for rent in prime location of rohini The monthly maintenance is Rs 2000/-.,"₹
24,000",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in Aadarsh Apartment, Dwarka Sector 3 New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","5
+
Photos",Updated 3 days ago ,Owner: Sudi,,,https://www.magicbricks.com/aadarsh-apartment-dwarka-sector-3-new-delhi-pdpid-4d4235303131313130,Aadarsh Apartment,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
750 sqft","FLOOR
1 out of 4","FACING
East","OVERLOOKING
Garden/Park","SOCIETY
Aadarsh Apartment","BATHROOM
1","BALCONY
2",Its a corner first floor unit with parking outside. Surrounded with green cover around,"₹
25,000",See other charges,Contact Owner ,Make Offer 
"1 BHK Builder Floor for Rent in DDA Freedom Fighter Enclave, Saket New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","13
+
Photos","Posted:   Dec 24, '24 ",Agent: Prem Property,Operating Since: 2015,5000+ Buyers Served,https://www.magicbricks.com/dda-freedom-fighter-enclave-saket-new-delhi-pdpid-4d4235303736323033,DDA Freedom Fighter Enclave,"FURNISHING
Unfurnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
400 sqft","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Main Road","SOCIETY
DDA Freedom Fighter Enclave","BATHROOM
1","BALCONY
1",1BHK builder floo available for rent in the prime location of freedom fighter enclave. property is well  secured and all kind of modern amenities and facilities are available with in he flat. semi  Furnished property with lift and parking The monthly maintenance is Rs 500/-.,"₹
12,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Chittaranjan Park New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","13
+
Photos","Posted:   Dec 18, '24 ",Agent: Prop Search,Operating Since: 2000,2500+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1400 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
3","Newly Built First Entry 2nd floor with lift 3 BHK, 3 attached bath, modular kitchen, Stilt car parking, rich specification, 5 ACs, Piped Gas, Gated society, posh location The monthly maintenance is Rs 600/-.","₹
70,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Saket New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","12
+
Photos","Posted:   Dec 08, '24 ",Agent: Mahavir Associate,Operating Since: 2010,2500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1500 sqft","FLOOR
1 out of 4","FACING
East","OVERLOOKING
Garden/Park","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
1",3bhk fully furnishednear saket metro. The monthly maintenance is Rs 1000/-.,"₹
45,000",Security Deposit,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Saket New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Dec/13/Photo_h300_w450/76511823_9_PropertyImage875-9489349639745_300_450.jpg,"16
+
Photos","Posted:   Dec 13, '24 ",Agent: Key Homes,,2000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
800 sqft","FLOOR
3 out of 6","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","BATHROOM
1","BALCONY
1",,,"₹
18,000",Security Deposit,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Sector 19 Dwarka New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2024/Nov/30/Photo_h300_w450/76271365_1_MG20181111135845_300_450.jpg,"1
Photo","Posted:   Nov 30, '24 ",Agent: Real Estate Consultancy,Operating Since: 2009,2500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
70 sqyrd","FLOOR
1 out of 4","FACING
East","OVERLOOKING
Main Road","BATHROOM
2","BALCONY
1",,A Well maintained fully furnished flat in sector 19 Dwarka Delhi ready to move. The monthly maintenance is Rs 500/-.,"₹
32,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Greater Kailash 2 New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jan/11/Photo_h300_w450/76993611_8_PropertyImage335-618606504813_300_450.jpg,"12
+
Photos",Posted:   Yesterday,Agent: Cornerstone Realty And Leasing,Operating Since: 2011,100+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2000 sqft","FLOOR
2 out of 3","FACING
East","OVERLOOKING
Pool","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
2","furnished flat available for rent , close to metro, school  and market.","₹
2 Lac",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Saket New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","15
+
Photos",Posted:   Yesterday,Agent: Thakur Estates,Operating Since: 2019,100+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1450 sqft","FLOOR
3 out of 4","FACING
East","OVERLOOKING
Pool, Garden/Park, Main Road","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
2","Spacious and Luxurious 3 bhk is available for rent. The floor consist of 3 huge bedrooms with attached modern bathrooms, huge drawing and dining area with modular kitchen, reserved car parking. value for money deal. contact us for more information. The monthly maintenance is Rs 2000/-.","₹
55,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Apartment for Rent in DDA KD Block, Pitam Pura New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","9
+
Photos","Posted:   Dec 15, '24 ",,,,https://www.magicbricks.com/dda-kd-block-pitampura-new-delhi-pdpid-4d4235303131333138,DDA KD Block,"FURNISHING
Unfurnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
1100 sqft","FLOOR
1 out of 4","FACING
North","OVERLOOKING
Garden/Park, Main Road","SOCIETY
DDA KD Block","BATHROOM
2","BALCONY
3",available for rent residential independent floor area 1100 sq. ft. good looking well maintained area near metro station cctv security in KD Block pitampura The monthly maintenance is Rs 1/-.,"₹
45,000",Security Deposit,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in Maa Shakti Apartment, Block A1 Paschim Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos","Posted:   Dec 27, '24 ",Agent: Maheshwari Properties,Operating Since: 1990,100+ Buyers Served,https://www.magicbricks.com/maa-shakti-apartment-paschim-vihar-new-delhi-pdpid-4d4235303835333839,Maa Shakti Apartment,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
550 sqft","FLOOR
2 out of 2","FACING
North - East","OVERLOOKING
Garden/Park","SOCIETY
Maa Shakti Apartment","BATHROOM
1","BALCONY
1",,"₹
21,500",See other charges,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Rajouri Garden New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","9
+
Photos","Posted:   Dec 25, '24 ",Agent: Bedi Estate,Operating Since: 2010,1000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","OWNER RESIDES
Same Premise","AVAILABILITY
Immediately","CARPET AREA
2700 sqft","FLOOR
1 out of 4","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","BATHROOM
4","BALCONY
2","Huge Amazingly builtUp builder floor , available for Rent in prime location of rajouri garden , new delhi . Location suitability and convenient to metro connectivity , schools, hospitals  markets . Semi furnished builder floor , with lift , modular kitchen , branded fittings , italian flooring , good quality wood work done , Clear title  freehold property , easily loan available on it .This Property And many other options available in Same , Lower and higher Budgets . For any other enquiries Do contact , Harpreet singh bedi The monthly maintenance is Rs 10000/-.","₹
1.3 Lac",Security Deposit,Contact Agent ,Get Phone No. 
