price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
20000;21;8;Semi-Furnished;3;2;Family;Immediately;950;;950;1 out of 2;1;South - East;Main Road;;2;327;Owner ;;;3 BHK Builder Floor for Rent in Deep Vihar Rohini New Delhi;Location A85,Phase1,Deep Vihar,Rohini Sector24,North West Delhi Property Type 3BHK Apartment Independent House Builtup Area 950 sq. ft. Carpet Area 1000 sq. ft. Number of Bedrooms 3 Number of Bathrooms 2 Floor Number 2 Total Floors 2 Furnishing Semi Furnished Property Age Newly Constructed The monthly maintenance is Rs 500/-.
18000;30;18;Unfurnished;2;1;Bachelors/Family;Immediately;600;;600;1 out of 3;1;;;;2;141;Owner ;;;2 BHK Builder Floor for Rent in Kewal Park Extension, Azadpur New Delhi;Builder floor apartment is available for rent. It covered area of 720 sq-ft, it is a good location property. Please contact for more details.
35000;39;19;Semi-Furnished;2;2;Bachelors;Immediately;900;;900;1 out of 2;1;East;Garden/Park, Main Road;;1;184;Owner ;;;2 BHK Apartment for Rent in DDA MIG Flats IA And IB, Phase 1 Ashok Vihar New Delhi;Semi furnished flat with 10 seater sofa, tv, 2 split ac, double bed, 2 single bed, fridge etc on main road of Ashok Vihar on 1st floor. Situated overlooking the main road of the block.
220000;92;6;Furnished;3;3;Family;Immediately;;2390;2390;23 out of 30;23;North;Garden/Park, Pool;;;109;Owner ;;;3 BHK Apartment for Rent in Rajaji Nagar, Bangalore New Delhi;Multistorey apartment is available for rent. It is a good location property. Please contact for more details.
18000;30;18;Furnished;1;1;Bachelors/Family;Immediately;600;;600;3 out of 4;3;;;;1;0;Owner ;;;1 BHK Apartment for Rent in DDA Flats Mansarovar Park, Seelampur New Delhi;
23000;28;16;Furnished;3;2;Bachelors/Family;Immediately;810;;810;4 out of 4;4;East;Main Road;;1;2978;Owner ;;;3 BHK Apartment for Rent in Uttam Nagar New Delhi;Step into comfort and convenience with this inviting 3 BHK Flat For Rent in Uttam Nagar, Delhi. Perfectly located near essential amenities, this adobe is ideal for families seeking a blend of convenience and modern lifestyle.Property SpecificationsThis stunning flat offers a generous carpet area, providing you with ample room to embrace a luxurious lifestyle. Perched on the top floor of a 4-storey building, this residence not only ensures privacy but also treats you to breathtaking panoramic views that will leave you in awe. Step inside this fully furnished flat, where youll find three spacious bedrooms, each designed with comfort in mind. Enjoy the convenience of two modern bathrooms-one attached and another common bathroom-both featuring sleek Western-style fixtures and geysers for that perfect hot shower.A lovely balcony attached to the bedroom offers a view of the bustling main road, perfect for unwinding. Plus, the living cum dining area is expansive and designed to be the perfect space for entertaining friends and family, creating unforgettable memories.The modular kitchen is a chefs delight, equipped with a chimney, piped gas connection, and a utility area to make cooking a joyous experience. The elegant vitrified tile flooring throughout the flat adds both sophistication and durability, ensuring that your home looks stunning for years to come. This property is not just a home its a sanctuary that is Vastu compliant and faces east, making it an auspicious choice for you and your family. FacilitiesThis flat comes with a range of modern amenities, including covered parking, 1 lift, 24-hour water supply and 100 power backup, ensuring uninterrupted comfort. Security is prioritized with the presence of a security guard and CCTV surveillance.Additional amenities include rainwater harvesting, a clubhouse, swimming pool, gymnasium, park, reserved parking, water storage, servicegoods lift, visitor parking, maintenance staff, waste disposal, laundry service, DTH television facility, banquet hall, barlounge, concierge services, dance studio, early learning center, event space  amphitheater, flower gardens, indoor games room, indoor squash  badminton courts, kids play area, library and business center, multipurpose courts, recreational pool, cycling  jogging track, and fire fighting equipment.LocalitySituated near Ryan International School, this flat offers excellent connectivity and proximity to essential amenities. Hospitals, malls, and supermarkets are within 1 km, providing convenience and accessibility. Public transport options like buses and autos are readily available, making commuting a breeze. Banks and ATMs are nearby, offering financial accessibility. The railway station is within 5 km, and the metro station is within 8 km, ensuring seamless connectivity to major cities and towns.Dont miss this chance to elevate your living experience-this flat is waiting for you to make it your own The monthly maintenance is Rs 500/-.
40000;40;;Semi-Furnished;2;2;Bachelors/Family;Immediately;;1000;1000;3 out of 3;3;;;;;0;Owner ;;;2 BHK Apartment for Rent in Nirman Apartment, Mayur Vihar 1 New Delhi;
9000;15;15;;;;Bachelors/Family;Immediately;585;;585;;;;;;;0;Owner ;;; Apartment for Rent in Pocket 1 Narela New Delhi;
45000;23;12;Semi-Furnished;4;3;Bachelors/Family;Immediately;;2000;2000;1 out of 4;1;;;;;142;Owner ;;;4 BHK Builder Floor for Rent in Guru Harkishan Nagar New Delhi;Builder floor apartment is available for rent. It covered area of 2000 sq-ft, it is a good location property. Please contact for more details.
17000;17;10;Semi-Furnished;3;2;Family;Immediately;1000;;1000;2 out of 3;2;East;Main Road;Power Of Attorney;2;438;Owner ;;;3 BHK Builder Floor for Rent in Mahipalpur New Delhi;3 BHK comfortable flat with 2 attached bathrooms, two balconies, RO system, cooler with exhaust fans, chimney in kitchen, geyser, parking located in Mahipalpur Extension. 15 Block-L, New Delhi. Well connected to South Delhi and Central Delhi and Gurgaon. 2 minutes walking distance from HN -8 Highway road. Schools, Vasant Kunj Mall and markets are located nearby. All major electricity and water supply connections are already installed.
14000;28;;Unfurnished;2;2;Bachelors/Family;Immediately;500;;500;2 out of 3;2;East;Main Road;;1;109;Agent ;2001;500;2 BHK Builder Floor for Rent in Main Market Shakarpur New Delhi;Its 2bhk with bike parking. electricity and water consumption as actual. The monthly maintenance is Rs 250/-.
55000;36;;Semi-Furnished;3;3;Bachelors/Family;Immediately;1530;;1530;1 out of 4;1;East;Garden/Park, Main Road;;2;204;Agent ;2002;1500;3 BHK Builder Floor for Rent in Surajmal Vihar New Delhi;3bhk builder floor apartment is available for rent. It has covered area 180 sqyrd park facing with lift and parkingFor more details call us now at kharbanda properties The monthly maintenance is Rs 500/-.
150000;68;8;Furnished;4;4;Bachelors/Family;Immediately;2200;;2200;Ground out of 4;0;;;;2;185;Owner ;;;4 BHK Apartment for Rent in DDA MIG Housing Project Vasant Kunj, Vasant Kunj New Delhi;Multistorey apartment is available for rent. It Carpet/Built-up area of 2200 sq-ft, it is a good location property. Please contact for more details. The monthly maintenance is Rs 500/-.
45000;25;3;Unfurnished;4;3;Bachelors/Family;Immediately;;1800;1800;1 out of 4;1;;;;2;143;Owner ;;;4 BHK Builder Floor for Rent in Reserve Bank Enclave, Paschim Vihar New Delhi;Near Raddison Hotel, Outer Ring Road, Paschim Vihar..Individual Newly constructed floor , VASTU COMPLIANT The monthly maintenance is Rs 2000/-.
23000;40;10;Unfurnished;1;1;Bachelors/Family;Immediately;581;;581;8 out of 14;8;;;;2;295;Owner ;;;1 BHK Apartment for Rent in DDA Flats Sector 14, Dwarka New Delhi;newly built DDA sector 14 pocket 5, close to Netaji Subhas University of Technology, Guru Gobind Singh Indraprastha University, National Law University Delhi, Vegas Mall, Sector 14 metro station, IGI Airport, Gurugram, Bharat Vandana Park, Dwarka Expressway. The monthly maintenance is Rs 100/-.
12000;18;11;Semi-Furnished;1;1;Bachelors/Family;Immediately;650;;650;2 out of 4;2;East;Main Road;;1;168;Owner ;;;1 BHK Builder Floor for Rent in Sector 1 Dwarka New Delhi;large room size with balcony just 100m from main dtc bus stand and 800m from Palam Metro Station nearest to railway station peaceful environment without any disturbance
4000;20;4;Unfurnished;1;1;Bachelors;Immediately;200;;200;4 out of 4;4;West;Main Road;;1;81;Owner ;;;1 BHK Apartment for Rent in Phase 6 Aya Nagar New Delhi;connect on VIII VII IV IV IX IX VI IX VII VI The monthly maintenance is Rs 100/-.
12000;14;9;Unfurnished;2;1;Bachelors;Immediately;850;;850;3 out of 4;3;West;Garden/Park, Main Road;;;164;Owner ;;;2 BHK Apartment for Rent in Tri Nagar New Delhi;newly painted house ,all basic necessities available.fully ventilated rooms,3rd floor,sub meter for electricity will be provided.both type of water supply available
15000;22;6;Unfurnished;2;2;Bachelors;Immediately;675;;675;2 out of 4;2;East;Main Road;;2;84;Owner ;;;2 BHK Apartment for Rent in Palam Colony Palam New Delhi;Multistorey apartment is available for rent. L shaped, 2 balconies, modular kitchen.
28000;40;4;Furnished;1;1;Bachelors/Family;Immediately;;700;700;1 out of 5;1;East;;;;146;Owner ;;;1 BHK Builder Floor for Rent in Krishna Nagar-Safdarjung Enclave New Delhi;Situated in Safdarjung Enclave,prime area.Schools, Hospitals, Grocery, Parks all at near by distance.Center point for Gurgaon and Noida commuters.
6000;10;5;Semi-Furnished;2;1;Bachelors/Family;Immediately;;630;630;Ground out of 3;0;;;;;0;Owner ;;;2 BHK Builder Floor for Rent in Dindarpur New Delhi;
7000;16;6;Semi-Furnished;1;1;Bachelors/Family;Immediately;;450;450;2 out of 5;2;;;;;0;Owner ;;;1 BHK Builder Floor for Rent in Madhu Vihar New Delhi;
10000;32;3;Semi-Furnished;1;1;Bachelors/Family;Immediately;;315;315;3 out of 4;3;West;;;;142;Owner ;;;1 BHK Apartment for Rent in DDA Jayambey Apartment, New Kondli, Kondli New Delhi;It's a 3rd floor Multistorey Apartment in a building of total 4 floors. Modern construction is done in this newly built Multistorey Apartment.
25000;100;7;Semi-Furnished;1;1;Bachelors/Family;Immediately;;250;250;3 out of 3;3;South -West;Garden/Park;;1;0;Owner ;;;1 BHK Apartment for Rent in Vasant Apartment, Basant Gaon, Vasant Vihar New Delhi;
15000;33;15;Semi-Furnished;2;2;Bachelors/Family;Immediately;;450;450;3 out of 4;3;East;;;1;228;Owner ;;;2 BHK Builder Floor for Rent in Matiala New Delhi;This Builder Floor Apartment is located at 2nd floor in a building of total 3 floors. The location has easy access to, Sarvodya Bal Vidyalay (0 km ), DS Market (0 km ), Jeevan Jyoti Hospital (1 km ) and Corporation Bank (1 km ).
35000;29;17;Furnished;3;3;Bachelors/Family;Immediately;1200;;1200;2 out of 4;2;;Main Road;;2;39;Owner ;;;3 BHK Apartment for Rent in Phase 2 Chattarpur Enclave New Delhi;Aadhira girls pg available food include
25000;28;14;Furnished;2;1;Bachelors;From Jan '25;900;;900;4 out of 4;4;North;Garden/Park;;1;0;Owner ;;;2 BHK Apartment for Rent in DDA Block KD, Ashok vihar 1 New Delhi;
30000;30;10;Semi-Furnished;3;2;Bachelors/Family;Immediately;990;;990;4 out of 4;4;North;;;2;77;Owner ;;;3 BHK Apartment for Rent in Rajpur Khurd Extention Colony, Chattarpur New Delhi;new building with 3bhk 2 bathroom and 2 balconies , with lift and gated guard
70000;71;9;Semi-Furnished;2;2;Bachelors/Family;Immediately;990;;990;Ground out of 4;0;;;;2;111;Owner ;;;2 BHK Builder Floor for Rent in Greater Kailash 1 New Delhi;Builder floor apartment is available for rent. It is a good location property. Please contact for more details.
45000;38;8;Semi-Furnished;3;3;Bachelors/Family;Immediately;1200;;1200;2 out of 4;2;;;;3;0;Owner ;;;3 BHK Apartment for Rent in Sarvhit Apartments DDA Flats, Sector 17 Dwarka New Delhi;
15990;36;3;Unfurnished;1;1;Bachelors;Immediately;450;;450;3 out of 4;3;East;;;1;209;Owner ;;;1 BHK Apartment for Rent in Rajouri Garden New Delhi;One Bedroom With Kitchen, Attached Bathroom and Balcony, Separate Entry, No Interference, Good Location of Rajouri Garden Furnished With Double Bed ,Split Ac, Sofas, Gyser. The monthly maintenance is Rs 500/-.
24000;32;12;Furnished;2;2;Bachelors/Family;Immediately;;750;750;3 out of 3;3;South - East;Main Road;;2;141;Owner ;;;2 BHK Builder Floor for Rent in Sector 11 Rohini New Delhi;Builder floor apartment is available for rent. It covered area of 750 sq-ft, it is a good location property. Please contact for more details.
11000;17;;Semi-Furnished;2;2;Bachelors/Family;Immediately;650;;650;2 out of 4;2;;;;1;0;Owner ;;;2 BHK Apartment for Rent in Hari Vihar Kakrola, Kakrola New Delhi;
11000;22;;Semi-Furnished;4;4;Bachelors;Immediately;500;;500;3 out of 11;3;;Garden/Park, Main Road;;2;0;Owner ;;;4 BHK Apartment for Rent in Chattarpur New Delhi;
6500;650;8;Furnished;1;1;Bachelors;Immediately;10;;10;1 out of 2;1;East;;;1;172;Owner ;;;1 BHK Builder Floor for Rent in Sangam Vihar New Delhi;Our property stands out with its natural charm and thoughtful amenities. It features a fully natural farming backyard that brings a sense of tranquility to your daily life.
12500;78;7;Unfurnished;;1;Bachelors/Family;Immediately;160;;160;Ground out of 4;0;;Garden/Park;;1;460;Owner ;;; Studio Apartment for Rent in Sector 7 Dwarka New Delhi;Location A56,Dwarka Sector7, Ramphal Chok , Near ICICI Bank Area 160 Sq Ft  per room studio apartment setupFully Furnished  Ac , Kitchen with gas stove ,Bed with mattress, TV , Cabinet  Closet , Mini Fridge , Washing Machine area , Lift , common parking area. Single room Available .Single room with Twin sharing available.Rent Rs 10,000 to 20,000 depending upon facility. Brokerage NO BROKERAGE , DIRECT DEALING WITH OWNER The monthly maintenance is Rs 500/-.
8000;18;9;Unfurnished;1;1;Bachelors/Family;Immediately;450;;450;4 out of 4;4;;;;1;109;Owner ;;;1 BHK Apartment for Rent in Khanpur, Madangir New Delhi;Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
30000;33;4;Semi-Furnished;2;1;Bachelors/Family;Immediately;900;;900;3 out of 3;3;;Garden/Park;;;109;Owner ;;;2 BHK Apartment for Rent in DDA Shivam Enclave, Jhilmil Colony New Delhi;Multistorey apartment is available for rent. It is a good location property. Please contact for more details.
